ID,Mnemónico_PE,Nombre,Descripción,Tipo,Long.,Códigos válidos,Clases,,Catálogo,Comentarios,SubNombre,Hoja,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",06,06 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",07,07 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",08,08 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",09,09 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",10,10 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",11,11 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",12,12 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",13,13 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",14,14 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",15,15 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",16,16 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",17,17 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",18,18 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",19,19 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",20,20 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",21,21 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",22,22 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",23,23 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",24,24 grados aprobados,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
86,ESCO_ACUM,Escolaridad acumulada,Escolaridad acumulada (años aprobados),Caracter,2,"00…24, 99",99,No especificado,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
87,C_AFIL,Condición de afiliación,Condición de afiliación o derechohabiencia a instituciones de salud,Caracter,1,"1, 2",1,"Con afiliación






",,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
87,C_AFIL,Condición de afiliación,Condición de afiliación o derechohabiencia a instituciones de salud,Caracter,1,"1, 2",2,Sin afiliación,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
88,P3_20_AG,Situación conyugal agrupada,Situación conyugal agrupada,Caracter,1,1…4,1,Soltera(o),,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
88,P3_20_AG,Situación conyugal agrupada,Situación conyugal agrupada,Caracter,1,1…4,2,Casada(o),,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
88,P3_20_AG,Situación conyugal agrupada,Situación conyugal agrupada,Caracter,1,1…4,3,En unión libre,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
88,P3_20_AG,Situación conyugal agrupada,Situación conyugal agrupada,Caracter,1,1…4,4,"Separada(o), divorciada(o) o viuda(o)",,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
89,COND_ACT,Condición de actividad,Condición de actividad,Caracter,1,"1,2",1,PEA - Población Económicamente Activa,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
89,COND_ACT,Condición de actividad,Condición de actividad,Caracter,1,"1,2",2,PNEA - Población No Económicamente Activa,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
90,C_LIMDISC,Condición de discapacidad o limitación,Condición de discapacidad o limitación,Caracter,1,"1,2,3",1,Con discapacidad,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
90,C_LIMDISC,Condición de discapacidad o limitación,Condición de discapacidad o limitación,Caracter,1,"1,2,3",2,Con limitación,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
90,C_LIMDISC,Condición de discapacidad o limitación,Condición de discapacidad o limitación,Caracter,1,"1,2,3",3,Sin discapacidad o limitación,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
90,C_LIMDISC,Condición de discapacidad o limitación,Condición de discapacidad o limitación,Caracter,1,"1,2,3",3,Sin discapacidad o limitación,,,Factor de expansión y variables de explotación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
91,ESTRATO,Estrato,Estrato sociodemográfico,Caracter,1,1…4,1,Bajo,,,Variables de estratificación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
91,ESTRATO,Estrato,Estrato sociodemográfico,Caracter,1,1…4,2,Medio bajo,,,Variables de estratificación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
91,ESTRATO,Estrato,Estrato sociodemográfico,Caracter,1,1…4,3,Medio alto,,,Variables de estratificación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
91,ESTRATO,Estrato,Estrato sociodemográfico,Caracter,1,1…4,4,Alto,,,Variables de estratificación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
92,EST_DIS,Estrato muestral,Estrato de diseño muestral,Caracter,3,001…608,001…608,Consecutivo de estrato,,,Variables de estratificación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
93,UPM_DIS,UPM_diseño muestral,Unidad Primaria de Muestreo,Caracter,5,00001…10376,00001…10376,CLAVE UPM,,,Variables de estratificación,TSDEM,,,,,,,,,,,,,,,,,,,,,,,
1,UPM,Unidad Primaria de Muestreo,"Unidad Primaria de
Muestreo",Caracter,7,0100001...3260039,,,,,Sección II. Control de la vivienda,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
1,UPM,Unidad Primaria de Muestreo,"Unidad Primaria de
Muestreo",Caracter,7,0100001...3260039,,,,,Sección II. Control de la vivienda,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
2,VIV_SEL,Vivienda seleccionada,Vivienda seleccionada,Caracter,2,01..10,,,,,Sección II. Control de la vivienda,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
2,VIV_SEL,Vivienda seleccionada,Vivienda seleccionada,Caracter,2,01..10,,,,,Sección II. Control de la vivienda,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
3,HOGAR,Consecutivo de hogar,Consecutivo del hogar en la vivienda,Caracter,1,1.….5,,,,,Sección II. Control de la vivienda,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
4,N_REN,Número de renglón,Consecutivo del residente habitual miembro del hogar,Caracter,2,01…25,,,,,Sección II. Control de la vivienda,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
5,LLAVE_MIG,Llave del Migrante,Clave Llave única para cada migrante internacional declarado en el hogar en la base (UPM+VIV_SEL+HOGAR+N_REN),Caracter,12,010000101101….326003924725,,,,,Sección II. Control de la vivienda,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
6,LLAVE_PER,Llave de Persona,Clave Llave única para cada migrante internacional declarado en el hogar en la base (UPM+VIV_SEL+HOGAR+N_REN(SDEM)),Caracter,12,010000101101….326003924725,,,,,Sección II. Control de la vivienda,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
7,LLAVE_HOG,Llave de hogar,Clave única de identificación del hogar (UPM+VIV_SEL+ HOGAR),Caracter,10,0100001011….3260039247,,,,,Sección II. Control de la vivienda,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
8,LLAVE_VIV,Llave de vivienda,Clave única de identificación de la vivienda (UPM+VIV_SEL),Caracter,9,010000101….326003924,,,,,Sección II. Control de la vivienda,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
8,LLAVE_VIV,Llave de vivienda,Clave única de identificación de la vivienda (UPM+VIV_SEL),Caracter,9,010000101….326003924,,,,,Sección II. Control de la vivienda,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
8,LLAVE_VIV,Llave de vivienda,Clave única de identificación de la vivienda (UPM+VIV_SEL),Caracter,9,010000101….326003924,,,,,Sección II. Control de la vivienda,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
9,ENT,Entidad federativa,Clave de Entidad Federativa de levantamiento de la información,Caracter,2,01…32,01…32,Entidad Federativa,TC_ENTIDADES,,Variables geográficas,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
10,TAM_LOC,Tamaño de localidad,Clave de tamaño de localidad,Caracter,1,1…4,1,Localidad de 100 000 y más habitantes,TC_ENTIDADES,,Variables geográficas,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
10,TAM_LOC,Tamaño de localidad,Clave de tamaño de localidad,Caracter,1,1…4,2,Localidad de 15 000 a 99 999 habitantes,TC_ENTIDADES,,Variables geográficas,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
10,TAM_LOC,Tamaño de localidad,Clave de tamaño de localidad,Caracter,1,1…4,3,Localidad de 2 500 a 14 999 habitantes,TC_ENTIDADES,,Variables geográficas,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
10,TAM_LOC,Tamaño de localidad,Clave de tamaño de localidad,Caracter,1,1…4,4,Localidad menor de 2 500 habitantes,TC_ENTIDADES,,Variables geográficas,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
10,TAM_LOC,Tamaño de localidad,Clave de tamaño de localidad,Caracter,1,1…4,4,Localidad menor de 2 500 habitantes,TC_ENTIDADES,,Variables geográficas,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
11,P4_4,Condición de residencia,"Cuando (NOMBRE) se fue la última vez, ¿vivía con ustedes?",Caracter,1,"1,2",1,Sí,,,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
11,P4_4,Condición de residencia,"Cuando (NOMBRE) se fue la última vez, ¿vivía con ustedes?",Caracter,1,"1,2",2,No,,,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
12,P4_5,Lugar de nacimiento,¿En qué estado de la República Mexicana o país nació (NOMBRE)?,Caracter,1,1...4,1,"Aquí, en este estado",,,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
12,P4_5,Lugar de nacimiento,¿En qué estado de la República Mexicana o país nació (NOMBRE)?,Caracter,1,1...4,2,En otro estado,,,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
12,P4_5,Lugar de nacimiento,¿En qué estado de la República Mexicana o país nació (NOMBRE)?,Caracter,1,1...4,3,En Estados Unidos de América,,,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
12,P4_5,Lugar de nacimiento,¿En qué estado de la República Mexicana o país nació (NOMBRE)?,Caracter,1,1...4,4,En otro país,,,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
13,P4_5C,Lugar de nacimiento (otra entidad),¿En qué estado de la República Mexicana o país nació (NOMBRE)?  Otra entidad (codificada),Caracter,2,01…32,01…32,Entidad federativa,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
13,P4_5C,Lugar de nacimiento (otra entidad),¿En qué estado de la República Mexicana o país nació (NOMBRE)?  Otra entidad (codificada),Caracter,2,01…32,99,Entidad federativa no especificada,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
14,P4_6,Sexo del migrante,"(NOMBRE) es hombre.
 (NOMBRE) es mujer.",Caracter,1,"1,2",1,Hombre,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
14,P4_6,Sexo del migrante,"(NOMBRE) es hombre.
 (NOMBRE) es mujer.",Caracter,1,"1,2",2,Mujer,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
15,P4_7,Parentesco,¿Qué es (NOMBRE) de la jefa o jefe del hogar?,Caracter,1,"1...5,8",1,Jefa(e),TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
15,P4_7,Parentesco,¿Qué es (NOMBRE) de la jefa o jefe del hogar?,Caracter,1,"1...5,8",2,Esposa(o) o compañera(o),TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
15,P4_7,Parentesco,¿Qué es (NOMBRE) de la jefa o jefe del hogar?,Caracter,1,"1...5,8",3,Hija(o),TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
15,P4_7,Parentesco,¿Qué es (NOMBRE) de la jefa o jefe del hogar?,Caracter,1,"1...5,8",4,Nieta(o),TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
15,P4_7,Parentesco,¿Qué es (NOMBRE) de la jefa o jefe del hogar?,Caracter,1,"1...5,8",5,Nuera/yerno,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
15,P4_7,Parentesco,¿Qué es (NOMBRE) de la jefa o jefe del hogar?,Caracter,1,"1...5,8",8,Otro,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
16,P4_7C,Parentesco (otro),¿Qué es (NOMBRE) de la jefa o jefe del hogar? Otro parentesco (codificada),Caracter,3,"303…501, 999","401, 403, 414, 415, 418, 501",Clasificación de parentesco,CAT_PAREN,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
16,P4_7C,Parentesco (otro),¿Qué es (NOMBRE) de la jefa o jefe del hogar? Otro parentesco (codificada),Caracter,3,"303…501, 999",999,Parentesco no especificado,CAT_PAREN,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
17,P4_8,Edad,"La última vez que (NOMBRE) se fue, ¿cuántos años cumplidos tenía?",Caracter,3,"000,001..120,999",000,Menos de un año,CAT_PAREN,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
17,P4_8,Edad,"La última vez que (NOMBRE) se fue, ¿cuántos años cumplidos tenía?",Caracter,3,"000,001..120,999","001..079, 082, 083, 085,
086, 087, 099",Años,CAT_PAREN,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
17,P4_8,Edad,"La última vez que (NOMBRE) se fue, ¿cuántos años cumplidos tenía?",Caracter,3,"000,001..120,999",999,Edad a la emigración no especificada,CAT_PAREN,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
18,P4_9,Lugar de origen,"La última vez que (NOMBRE) se fue a vivir a otro país, ¿en qué estado de la República Mexicana vivía?",Caracter,1,"1,2",1,"Aquí, en este estado",CAT_PAREN,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
18,P4_9,Lugar de origen,"La última vez que (NOMBRE) se fue a vivir a otro país, ¿en qué estado de la República Mexicana vivía?",Caracter,1,"1,2",2,En otro estado,CAT_PAREN,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
19,P4_9C,Lugar de origen (otra entidad) ,"La última vez que (NOMBRE) se fue a vivir a otro país, ¿en qué estado de la República Mexicana vivía? Otra entidad (codificada)",Caracter,3,01…32,01…32,Entidad federativa,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
19,P4_9C,Lugar de origen (otra entidad) ,"La última vez que (NOMBRE) se fue a vivir a otro país, ¿en qué estado de la República Mexicana vivía? Otra entidad (codificada)",Caracter,3,01…32,99,Entidad federativa no especificada,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
20,P4_10_1,Fecha de la emigración (mes),¿En qué mes se fue a vivir (NOMBRE) a otro país la última vez?,Caracter,2,"01...12,99",01,Enero,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
20,P4_10_1,Fecha de la emigración (mes),¿En qué mes se fue a vivir (NOMBRE) a otro país la última vez?,Caracter,2,"01...12,99",02,Febrero,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
20,P4_10_1,Fecha de la emigración (mes),¿En qué mes se fue a vivir (NOMBRE) a otro país la última vez?,Caracter,2,"01...12,99",03,Marzo,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
20,P4_10_1,Fecha de la emigración (mes),¿En qué mes se fue a vivir (NOMBRE) a otro país la última vez?,Caracter,2,"01...12,99",04,Abril,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
20,P4_10_1,Fecha de la emigración (mes),¿En qué mes se fue a vivir (NOMBRE) a otro país la última vez?,Caracter,2,"01...12,99",05,Mayo,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
20,P4_10_1,Fecha de la emigración (mes),¿En qué mes se fue a vivir (NOMBRE) a otro país la última vez?,Caracter,2,"01...12,99",06,Junio,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
20,P4_10_1,Fecha de la emigración (mes),¿En qué mes se fue a vivir (NOMBRE) a otro país la última vez?,Caracter,2,"01...12,99",07,Julio,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
20,P4_10_1,Fecha de la emigración (mes),¿En qué mes se fue a vivir (NOMBRE) a otro país la última vez?,Caracter,2,"01...12,99",08,Agosto,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
20,P4_10_1,Fecha de la emigración (mes),¿En qué mes se fue a vivir (NOMBRE) a otro país la última vez?,Caracter,2,"01...12,99",09,Septiembre,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
20,P4_10_1,Fecha de la emigración (mes),¿En qué mes se fue a vivir (NOMBRE) a otro país la última vez?,Caracter,2,"01...12,99",10,Octubre,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
20,P4_10_1,Fecha de la emigración (mes),¿En qué mes se fue a vivir (NOMBRE) a otro país la última vez?,Caracter,2,"01...12,99",11,Noviembre,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
20,P4_10_1,Fecha de la emigración (mes),¿En qué mes se fue a vivir (NOMBRE) a otro país la última vez?,Caracter,2,"01...12,99",12,Diciembre,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
20,P4_10_1,Fecha de la emigración (mes),¿En qué mes se fue a vivir (NOMBRE) a otro país la última vez?,Caracter,2,"01...12,99",99,No sabe,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
21,P4_10_2,Fecha de emigración (años),¿En qué año se fue a vivir (NOMBRE) a otro país la  última vez?,Caracter,4,"2013...2018, 9999",99,No sabe,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
22,P4_11,País destino,¿A qué país se fue (NOMBRE) la última vez?,Caracter,1,"1,2",1,Estados Unidos de América,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
22,P4_11,País destino,¿A qué país se fue (NOMBRE) la última vez?,Caracter,1,"1,2",2,Otro país,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
23,P4_11C,País destino (otro país),¿A qué país se fue (NOMBRE) la última vez? Otro país (codificada),Caracter,3,213…439,213,Canadá,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
23,P4_11C,País destino (otro país),¿A qué país se fue (NOMBRE) la última vez? Otro país (codificada),Caracter,3,213…439,415,España,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
23,P4_11C,País destino (otro país),¿A qué país se fue (NOMBRE) la última vez? Otro país (codificada),Caracter,3,213…439,419,Francia,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
23,P4_11C,País destino (otro país),¿A qué país se fue (NOMBRE) la última vez? Otro país (codificada),Caracter,3,213…439,439,Gran Bretaña,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
24,P4_12,Estado de destino en EUA,"¿A qué estado de EUA llegó 
(NOMBRE) a vivir (la última vez)?",Caracter,1,1...7,1,California,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
24,P4_12,Estado de destino en EUA,"¿A qué estado de EUA llegó 
(NOMBRE) a vivir (la última vez)?",Caracter,1,1...7,2,Texas,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
24,P4_12,Estado de destino en EUA,"¿A qué estado de EUA llegó 
(NOMBRE) a vivir (la última vez)?",Caracter,1,1...7,3,Florida,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
24,P4_12,Estado de destino en EUA,"¿A qué estado de EUA llegó 
(NOMBRE) a vivir (la última vez)?",Caracter,1,1...7,4,Arizona,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
24,P4_12,Estado de destino en EUA,"¿A qué estado de EUA llegó 
(NOMBRE) a vivir (la última vez)?",Caracter,1,1...7,5,Nueva York,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
24,P4_12,Estado de destino en EUA,"¿A qué estado de EUA llegó 
(NOMBRE) a vivir (la última vez)?",Caracter,1,1...7,6,Illinois,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
24,P4_12,Estado de destino en EUA,"¿A qué estado de EUA llegó 
(NOMBRE) a vivir (la última vez)?",Caracter,1,1...7,7,Otro estado,TC_ENTIDADES,Ver clasificación de entidad federativa,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
25,P4_12C,Estado de destino en EUA (otro estado),"¿A qué estado de EUA llegó 
(NOMBRE) a vivir (la última vez)? Otro estado (codificada)",Caracter,2,"06…48, 99","06, 08, 09, 10, 19, 20, 21, 23, 24, 28, 33, 34, 41, 43, 44, 48",Estados de EUA,TC_EDO_EUA,Ver clasificación de estados de EUA,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
25,P4_12C,Estado de destino en EUA (otro estado),"¿A qué estado de EUA llegó 
(NOMBRE) a vivir (la última vez)? Otro estado (codificada)",Caracter,2,"06…48, 99",99,Estado De EUA no especificado,TC_EDO_EUA,Ver clasificación de estados de EUA,Sección IV. Migración internacional,TMIGRANTE,,,,,,,,,,,,,,,,,,,,,,,
